0.920453515,210.2
1.615238095,210.3
2.693514739,210.4
3.041814059,211.1
3.715192744,211.2
4.458231293,211.3
5.154104308,211.4
6.034285714,212.1
6.471836735,212.2
7.244625850,212.3
7.825124717,212.4
8.516281179,213.1
9.171882086,213.2
9.822040816,213.3
10.611519274,213.4
11.192018141,214.1
12.152743764,214.2
12.515555556,214.3
13.212154195,214.4
13.862312925,215.1
14.512471655,215.2
14.897414966,215.3
15.789569161,215.4
16.277188209,216.1
17.182766440,216.2
18.098072562,216.3
18.622766440,216.4
19.511655329,217.1
20.062040816,217.2
20.735419501,217.3
21.420952381,217.4
22.331428571,218.1
22.709115646,218.2
23.440362812,218.3
24.288072562,218.4
24.961451247,219.1
25.513469388,219.2
26.122448980,219.3
26.517188209,219.4
27.133605442,220.1
28.202630385,220.2
29.048163265,220.3
29.860861678,220.4
30.812879819,221.1
31.553922902,221.2
32.428662132,221.3
33.274195011,221.4
34.058049887,222.1
35.015691610,222.2
36.013242630,222.3
36.881632653,222.4
37.825306122,223.1
38.846984127,223.2
39.525759637,223.3
40.353378685,223.4
41.029659864,224.1
41.772698413,224.2
42.521179138,224.3
43.299773243,224.4
44.090340136,225.1
44.654512472,225.2
45.418231293,225.3
45.975510204,225.4
46.741768707,226.1
47.693786848,226.2
48.759092971,226.3
49.208707483,226.4
49.597823129,227.1
50.340861678,227.2
51.130340136,227.3
51.811111111,227.4
52.848616780,228.1
53.309659864,228.2
53.631927438,228.3
54.404353741,228.4
55.240272109,229.1
55.967346939,229.2
56.648707483,229.3
57.359455782,229.4
58.035011338,230.1
58.885804989,230.2
59.445623583,230.3
60.175238095,230.4
60.841360544,231.1
61.630476190,231.2
62.189206349,231.3
62.796553288,231.4
63.529795918,232.1
64.269569161,232.2
64.922993197,232.3
65.520544218,232.4
66.130430839,233.1
66.675736961,233.2
67.407528345,233.3
68.029750567,233.4
68.658140590,234.1
69.775963719,234.2
70.542222222,234.3
71.563900227,234.4
72.731972789,235.1
73.862131519,235.2
74.628934240,235.3
75.758004535,235.4
76.881269841,236.1
78.079818594,236.2
79.156825397,236.3
80.085623583,236.4
81.365623583,237.1
82.732698413,237.2
84.033015873,237.3
85.062312925,237.4
86.726530612,238.1
87.980408163,238.2
89.629024943,238.3
90.756462585,238.4
91.788299320,239.1
93.277460317,239.2
93.878276644,239.3
94.822494331,239.4
96.060952381,240.1
97.198730159,240.2
98.127528345,240.3
99.334965986,240.4
100.716190476,241.1
101.517641723,241.2
102.934058957,241.3
104.518458050,241.4
105.697233560,242.1
106.974331066,242.2
108.553287982,242.3
110.225124717,242.4
114.479909297,243.1
115.844353741,243.2
116.592063492,243.3
118.212789116,243.4
119.095147392,244.1
120.302585034,244.2
121.509297052,244.3
122.787120181,244.4
123.727165533,245.1
125.294875283,245.2
126.641632653,245.3
127.943038549,245.4
129.195827664,246.1
131.169523810,246.2
131.314421769,246.3
132.191201814,246.4
133.537959184,247.1
134.418503401,247.2
135.593650794,247.3
136.452607710,247.4
137.787210884,248.1
138.507029478,248.2
139.668027211,248.3
140.628390023,248.4
141.897142857,249.1
143.625328798,249.2
143.923446712,249.3
144.950929705,249.4
146.262494331,250.1
146.982312925,250.2
148.696417234,250.3
149.838367347,250.4
150.720725624,251.1
151.792517007,251.2
152.810521542,251.3
153.965306122,251.4
154.923537415,252.1
156.058798186,252.2
157.399342404,252.3
158.285351474,252.4
160.055147392,253.1
